Local time in Sidi Ifni,T,Po,P,Pa,U,DD,Ff,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
10/18/15 9:00,25.5,755.7,760.7,1,52,Wind blowing from the south-west,6,20-30%, ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,14.8,,,,,,
10/18/15 12:00,26.3,755.7,760.7,0,57,Wind blowing from the west-southwest,8,20-30%, ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,17.2,,,,,,
10/18/15 15:00,25.1,755,760,-0.7,64,Wind blowing from the south-west,5,20-30%, ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,17.8,,,,,,
10/18/15 18:00,24.1,755.1,760.1,0.1,65,Wind blowing from the south-west,4,40%, ,,,,26.8,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,17.1,,,,,,
10/19/15 6:00,23,754.2,759.3,,72,Wind blowing from the south-west,9,70 - 80%, ,,,22.6,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,17.7,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",16,,
10/19/15 9:00,23.1,755.4,760.5,1.2,74,Wind blowing from the south-west,7,60%,State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,18.1,,,,,,
10/19/15 12:00,24.6,755.7,760.7,0.3,66,Wind blowing from the west-southwest,9,50%,State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,17.9,Trace of precipitation,6,,,,
10/19/15 15:00,23.6,754.7,759.8,-1,79,Wind blowing from the south-west,8,60%,Clouds generally dissolving or becoming less developed. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,19.7,,,,,,
10/19/15 18:00,22.2,758.8,763.9,4.1,80,Wind blowing from the south-west,6,"90  or more, but not 100%",State of sky on the whole unchanged. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,24.9,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,,,10,18.5,3,12,,,,
10/20/15 6:00,20.6,753.9,759,,80,Wind blowing from the south-west,3,"90  or more, but not 100%", ,,,19.9,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,6,17,4,24,Surface of ground moist.,15,,
10/20/15 9:00,20.6,755.1,760.2,1.2,85,Wind blowing from the south-southwest,4,"90  or more, but not 100%",Rain (not freezing) not falling as shower(s). ,Shower(s).,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,,,7,18,,,,,,
10/20/15 12:00,22,755.5,760.6,0.4,74,Wind blowing from the west-southwest,3,70 - 80%,Clouds generally dissolving or becoming less developed. ,Shower(s).,Rain.,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,17.1,10,6,,,,
10/20/15 15:00,23.3,754.4,759.5,-1.1,71,Wind blowing from the west-southwest,4,40%, ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,17.7,,,,,,
10/20/15 18:00,22,754.6,759.7,0.2,78,Wind blowing from the south-west,3,20-30%, ,,,,23.8,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,18,10,12,,,,
10/21/15 6:00,20,754.6,759.7,,61,Wind blowing from the south,2,40%, ,,,,19.7,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,12.1,10,24,"Dry (without cracks, no appreciable amount of dust or loose sand)",15,,
10/21/15 9:00,26,755.3,760.3,0.7,45,Wind blowing from the south-southeast,4,20-30%, ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,13.2,,,,,,
10/21/15 12:00,23.8,755.8,760.9,0.5,65,Wind blowing from the north-northeast,4,40%, ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,16.8,,,,,,
10/21/15 15:00,25.5,754.9,759.9,-0.9,44,Wind blowing from the north-northeast,5,20-30%, ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15,12.5,,,,,,
10/21/15 18:00,24,754.9,760,0,51,Wind blowing from the north-east,4,70 - 80%, ,,,,26.2,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12,13.1,,,,,,
10/22/15 6:00,23,755.9,761,,63,Wind blowing from the east,1,no clouds, ,,,21.9,,,,,,,8,15.5,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",14,,
10/22/15 9:00,23.7,757.2,762.3,1.3,63,Wind blowing from the north-east,2,"90  or more, but not 100%", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","90  or more, but not 100%","2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,10,16.1,,,,,,
10/22/15 12:00,25,758,763.1,0.8,59,Wind blowing from the north-northeast,2,100%, ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,10,16.3,,,,,,
10/22/15 15:00,25.6,757.6,762.6,-0.4,58,Wind blowing from the north-northeast,3,"90  or more, but not 100%", ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,16.7,,,,,,
10/22/15 18:00,25.1,758.1,763.2,0.5,60,Wind blowing from the east-southeast,1,"90  or more, but not 100%", ,,,,26,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",300-600,,,10,16.8,,,,,,
10/23/15 6:00,23,758.2,763.3,,70,Wind blowing from the south-west,1,70 - 80%, ,,,23,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,17.1,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",15,,
10/23/15 9:00,23.5,759,764.1,0.8,68,Wind blowing from the south-west,2,100%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%,2000-2500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,10,17.3,,,,,,
10/23/15 12:00,24.6,758.5,763.6,-0.5,64,Wind blowing from the south-southeast,1,100%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%,2000-2500,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,10,17.2,,,,,,
10/23/15 15:00,24.5,757.9,763,-0.6,63,Wind blowing from the south,3,100%,Clouds generally forming or developing. ,Rain.,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,10,16.9,,,,,,
10/23/15 18:00,23,757.6,762.7,-0.3,76,Wind blowing from the north-east,2,70 - 80%,Clouds generally dissolving or becoming less developed. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,24.8,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,18.5,0.1,12,,,,
10/24/15 6:00,21.2,756.6,761.7,,78,Wind blowing from the south,2,20-30%, ,,,21.2,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20-30%,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",8,17.1,0.1,24,"Dry (without cracks, no appreciable amount of dust or loose sand)",16,,
10/24/15 9:00,23.6,757.2,762.3,0.6,74,Wind blowing from the east,1,40%, ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,18.7,,,,,,
10/24/15 12:00,23.9,757.1,762.2,-0.1,68,Wind blowing from the west-northwest,3,50%, ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20-30%,300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,17.6,,,,,,
10/24/15 15:00,24.2,756.1,761.2,-1,71,Wind blowing from the west,3,40%, ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12,18.7,,,,,,
10/24/15 18:00,22.6,756.4,761.5,0.3,82,Wind blowing from the north-east,3,60%, ,,,,24.7,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%,300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,19.3,,,,,,
10/25/15 6:00,21.3,756,761.1,,80,Wind blowing from the south-southeast,1,20-30%, ,,,21.2,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,17.7,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",16,,
10/25/15 9:00,22.4,756.8,761.9,0.8,76,Wind blowing from the west,2,"10%  or less, but not 0", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,18,,,,,,
10/25/15 12:00,24,757.3,762.4,0.5,73,Wind blowing from the south-west,4,60%, ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,18.9,,,,,,
10/25/15 15:00,24.3,756.6,761.7,-0.7,73,Wind blowing from the west,2,60%, ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",20-30%,300-600,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,19.1,,,,,,
10/25/15 18:00,23.7,756.7,761.8,0.1,72,Wind blowing from the west,2,60%, ,,,,25,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,18.3,,,,,,
10/26/15 6:00,21,757.3,762.4,,84,"Calm, no wind",0,"10%  or less, but not 0", ,,,20.8,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,18.1,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",16,,
10/26/15 9:00,22.9,757.8,762.9,0.5,79,Wind blowing from the north-east,2,50%, ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,19.1,,,,,,
10/26/15 12:00,23.6,758.1,763.2,0.3,80,Wind blowing from the north-west,2,40%, ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,20,,,,,,
10/26/15 15:00,23.5,757.2,762.3,-0.9,75,Wind blowing from the north-west,3,70 - 80%, ,,,,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,18.9,,,,,,
10/26/15 18:00,22.6,757.2,762.3,0,77,Wind blowing from the north,2,60%, ,,,,24.2,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,18.4,,,,,,
